x2,x3,dip,stressdrop_MPa
9014.28612819832,10297.1180001888,74.81872794432,0.172292750651842
4639.8788362281,16586.9708816518,114.375274831262,0.361762912435007
1973.16968394073,13913.2728417817,74.9727719909704,1.20539232283818
-6879.62719115127,15325.6618093675,76.3169835677179,0.267607040785792
-6880.10959327595,12517.8839675036,105.563895745078,0.625353641896514
-8838.32775663601,13154.2547258392,86.9843905470324,0.136094772238335
7323.5229154987,16135.7173797411,106.602633417311,0.208613285982978
4161.45155592091,9300.07430921967,89.2542716204031,0.856164833884903
9398.19704323988,18766.6921519363,63.7591922073213,0.390979147403459
6648.85281600844,17938.1274540457,114.386247200665,0.197729600250976
-6363.50065585799,13406.9282777981,91.945240936513,0.513936053343426
-6331.90980293132,17580.7180308976,84.6657361560424,0.388811321075199
495.128632644757,10791.9593805,113.990000741236,2.12465151231731
-1361.09962715768,17395.2776541728,61.3094038065294,0.564187870019666
2237.05789444759,13251.98507769,117.803666052813,0.823554253998021
-4157.10702929564,17564.5277121541,116.209347721986,0.660313152972586
-2672.76313412617,18451.106658142,63.1354727571614,0.435323946092966
-878.600315659281,17942.0632931552,85.1275991444497,0.666956424025754
5703.51922786027,9011.07011649181,75.6094674577231,0.594655305982847
-6006.52435683281,16379.810368797,103.849257898844,0.592673985913642
284.688768272232,16047.4385721663,118.877825429835,0.756439190365421
1848.29137724085,6063.90899162186,75.3918037466549,0.480443648300297
-9070.99174560005,15750.3940088629,99.2504760884445,0.331733619893678
-6589.51752625417,11330.127691159,93.9198152742966,0.425696201143898
6167.94696232922,13230.4867416847,80.9703823252091,0.644575798603434
-7559.23530310442,10251.3345551314,111.036963470468,0.488601602985133
-96.4617977745966,15024.7401319403,93.6733672969515,1.03661061877995
8186.40804157564,11892.9361523032,66.8861323121531,0.523342937467557
-4824.40036799966,16834.5772164876,111.608381600966,0.679419472651859
3250.44568707964,11702.4005754638,103.368858192509,0.969716161237633
401.360423556216,464.614849574222,102.470105833786,30.8820870601634
934.205586865593,16532.8786041177,92.6122930405588,0.808240569958704
9391.69255529117,16620.3317809998,87.4980384917194,0.256784867376722
5502.65646722229,10050.805546517,89.0817772278028,0.462718212161895
8789.97883128378,17843.286271745,69.9464724097965,0.408319731321845
7896.54700855298,15177.8814796996,116.741888820017,0.0122246230760054
1957.9995762217,18961.7481001334,110.99852228884,0.489800804450874
-8230.14995896161,14577.5774896914,87.7377336600364,0.26209778414194
-3493.39338473471,11923.603801149,92.7259121644143,1.2064806866393
-2226.45420621036,16600.8651695404,63.7363863529131,0.570794614912616
-4573.01936452208,18698.5859147866,90.7501589262199,0.495890160190951
6574.75018303859,14598.1948634258,108.38421703397,0.220010361895657
-2864.93346612821,7938.56886117934,87.5543926558175,1.19555637486765
853.921663164969,14015.0637301889,107.176691963042,1.10125019714872
4137.14687695234,18767.7254049846,112.774911297092,0.365414551016169
5425.40693371891,7303.20629603395,74.3277726828924,0.104070463206381
-8519.10696531819,12914.2983711683,87.0743606508593,0.152725014390978
-7682.61880949741,18050.2624950543,106.320748578599,0.4409242436495
7262.06851751187,14941.5552738955,61.6300452735336,0.651562058697122
-3382.03950294702,7935.03473991364,87.83588260874,0.649547233370578
-8728.83299427953,16704.2478436811,114.553212351694,0.46160640205173
-3780.35356568676,17950.9084235368,92.3221078771628,0.58192136332639
-3496.33355946506,8881.62871374752,89.8687504820574,1.15155027238062
4592.12356676128,11655.8163950034,66.3284219973978,1.26326141118092
7744.25485152653,18833.2038966026,109.326189636014,0.182254480004743
-7608.11508123397,17912.9037085674,106.53671105552,0.449839219264207
4264.8957444599,12344.286330855,117.868599234049,0.324751455955962
5215.70097233795,11547.9991026983,72.2259875476613,1.01703812344879
1225.54395138993,9742.08170931366,91.3997778716845,2.98290998985601
-9491.6174651181,14813.1049977683,107.874849576954,0.37391190845729
2728.20822527561,18413.9499726754,91.9817320347684,0.581791514280915
-3712.88037847347,16792.9318143051,69.4772893701209,0.482475349611012
171.413823294055,17628.293380709,101.753947090128,0.692393040560236
8151.32947852186,18904.2486302823,107.595681026295,0.175579889652846
-1792.3415392874,7529.59835915052,111.430755419925,5.14805206576472
5111.02277086097,14407.5310383777,114.368595285946,0.310727435592699
-5424.03669016755,13225.3917430221,76.6142692426685,0.416870824813832
-4204.97094172464,15501.8293748217,68.4426916829255,0.464326150790419
2668.07513020847,11266.8587619924,99.2575531394977,1.34177163825111
7429.21180375436,11022.6379489184,69.1262569933364,0.569349264410387
-6268.59882227928,16672.7563899772,96.9178815041881,0.512463822282118
6148.80310328125,16887.2135175106,108.216212126492,0.29239473085996
7921.82599846986,18158.3784663653,90.3124064145983,0.320457294465844
-3639.93050056272,16381.4247280436,118.02759691555,0.782791042359976
-7798.96150944646,15381.8054197727,85.065658756506,0.286061342525139
-5441.29674916117,12450.5976321414,119.04661914219,1.05484374369825
-1457.84422747487,10467.2900415736,100.075199928218,2.53076229433488
7214.61166512687,7761.61104834328,69.9572937177471,0.0740864557217396
-1651.77993702442,13745.9821600831,69.7340043469488,0.999008477912991
375.812434867323,16173.9313669266,64.7643950785818,0.8048733714425
4060.37917790356,9408.78401326551,103.889789420422,0.356818304806123
-2727.40795241412,9132.14496920631,71.2447166458549,0.967038494495288
9248.94589884222,15669.9383525778,109.143810831699,0.0316580589192028
